College Code,College Name,Category Name,University,District,Zone,Group,branch,Total No of students,1st year,2nd year,3rd year,4th year,Disciplines
7122,PARK COLLEGE OF ENGINEERING AND TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,COIMBATORE,Zone IX : Coimbatore - I,3.0,B.E Mechanical Engineering,37,3,5,10,19,MECH
7122,PARK COLLEGE OF ENGINEERING AND TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,COIMBATORE,Zone IX : Coimbatore - I,3.0,B.Tech Agriculture Engineering,10,10,0,0,0,OTHER
7122,PARK COLLEGE OF ENGINEERING AND TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,COIMBATORE,Zone IX : Coimbatore - I,3.0,B.Tech Textile Technology,32,2,2,14,14,OTHER
7122,PARK COLLEGE OF ENGINEERING AND TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,COIMBATORE,Zone IX : Coimbatore - I,3.0,B.E Aeronautical Engineering,127,12,17,41,57,OTHER
7122,PARK COLLEGE OF ENGINEERING AND TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,COIMBATORE,Zone IX : Coimbatore - I,3.0,B.E Mechatronics Engineering,28,1,5,8,14,MECH
7122,PARK COLLEGE OF ENGINEERING AND TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,COIMBATORE,Zone IX : Coimbatore - I,3.0,B.E Electrical and Electronics Engineering,32,5,8,9,10,EEE
7123,PARK COLLEGE OF TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,COIMBATORE,Zone IX : Coimbatore - I,3.0,B.E Electronics and Communication Engineering,9,5,1,0,3,ECE
7123,PARK COLLEGE OF TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,COIMBATORE,Zone IX : Coimbatore - I,3.0,B.E Mechanical Engineering,5,2,2,0,1,MECH
7123,PARK COLLEGE OF TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,COIMBATORE,Zone IX : Coimbatore - I,3.0,B.E Aerospace Engineering,2,1,1,0,0,OTHER
7123,PARK COLLEGE OF TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,COIMBATORE,Zone IX : Coimbatore - I,3.0,B.E Civil Engineering,6,2,0,1,3,CIVIL
7123,PARK COLLEGE OF TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,COIMBATORE,Zone IX : Coimbatore - I,3.0,B.E Environmental Engineering,17,3,3,5,6,OTHER
7123,PARK COLLEGE OF TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,COIMBATORE,Zone IX : Coimbatore - I,3.0,B.E Aeronautical Engineering,5,0,0,0,5,OTHER
7123,PARK COLLEGE OF TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,COIMBATORE,Zone IX : Coimbatore - I,3.0,B.E Computer Science and Engineering,33,15,11,3,4,CS
7125,PPG INSTITUTE OF TECHNOLOGY ,Affilated Non - Autonomous,ANNA UNIVERSITY,COIMBATORE,Zone IX : Coimbatore - I,3.0,B.E Computer Science and Engineering,174,60,63,39,12,CS
7125,PPG INSTITUTE OF TECHNOLOGY ,Affilated Non - Autonomous,ANNA UNIVERSITY,COIMBATORE,Zone IX : Coimbatore - I,3.0,B.Tech Information Technology,51,51,0,0,0,IT
7125,PPG INSTITUTE OF TECHNOLOGY ,Affilated Non - Autonomous,ANNA UNIVERSITY,COIMBATORE,Zone IX : Coimbatore - I,3.0,B.E Mechanical Engineering,143,8,66,59,10,MECH
7125,PPG INSTITUTE OF TECHNOLOGY ,Affilated Non - Autonomous,ANNA UNIVERSITY,COIMBATORE,Zone IX : Coimbatore - I,3.0,B.Tech Artificial Intelligence and Data Science,27,27,0,0,0,CS
7125,PPG INSTITUTE OF TECHNOLOGY ,Affilated Non - Autonomous,ANNA UNIVERSITY,COIMBATORE,Zone IX : Coimbatore - I,3.0,B.E Agriculture Engineering,57,0,21,23,13,OTHER
7125,PPG INSTITUTE OF TECHNOLOGY ,Affilated Non - Autonomous,ANNA UNIVERSITY,COIMBATORE,Zone IX : Coimbatore - I,3.0,B.E Electronics and Communication Engineering,89,25,43,16,5,ECE
7125,PPG INSTITUTE OF TECHNOLOGY ,Affilated Non - Autonomous,ANNA UNIVERSITY,COIMBATORE,Zone IX : Coimbatore - I,3.0,B.Tech Agriculture Engineering,25,19,6,0,0,OTHER
7125,PPG INSTITUTE OF TECHNOLOGY ,Affilated Non - Autonomous,ANNA UNIVERSITY,COIMBATORE,Zone IX : Coimbatore - I,3.0,B.E Biomedical Engineering,123,46,26,34,17,OTHER
7128,R V S COLLEGE OF ENGINEERING AND TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,COIMBATORE,Zone IX : Coimbatore - I,3.0,B.E Mechanical Engineering,182,26,61,57,38,MECH
7128,R V S COLLEGE OF ENGINEERING AND TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,COIMBATORE,Zone IX : Coimbatore - I,3.0,B.Tech Artificial Intelligence and Data Science,61,61,0,0,0,CS
7128,R V S COLLEGE OF ENGINEERING AND TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,COIMBATORE,Zone IX : Coimbatore - I,3.0,B.E Electronics and Communication Engineering,186,63,68,25,30,ECE
7128,R V S COLLEGE OF ENGINEERING AND TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,COIMBATORE,Zone IX : Coimbatore - I,3.0,B.E Petrochemical Engineering,154,29,64,26,35,OTHER
7128,R V S COLLEGE OF ENGINEERING AND TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,COIMBATORE,Zone IX : Coimbatore - I,3.0,B.E Electrical and Electronics Engineering,123,31,53,24,15,EEE
7128,R V S COLLEGE OF ENGINEERING AND TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,COIMBATORE,Zone IX : Coimbatore - I,3.0,B.E Computer Science and Engineering,239,62,62,63,52,CS
7129,RVS TECHNICAL CAMPUS-COIMBATORE,Affilated Non - Autonomous,ANNA UNIVERSITY,COIMBATORE,Zone IX : Coimbatore - I,3.0,B.E Computer Science and Engineering,206,54,65,63,24,CS
7129,RVS TECHNICAL CAMPUS-COIMBATORE,Affilated Non - Autonomous,ANNA UNIVERSITY,COIMBATORE,Zone IX : Coimbatore - I,3.0,B.Tech Agriculture Engineering,139,73,66,0,0,OTHER
7129,RVS TECHNICAL CAMPUS-COIMBATORE,Affilated Non - Autonomous,ANNA UNIVERSITY,COIMBATORE,Zone IX : Coimbatore - I,3.0,B.Tech Artificial Intelligence and Data Science,31,31,0,0,0,CS
7129,RVS TECHNICAL CAMPUS-COIMBATORE,Affilated Non - Autonomous,ANNA UNIVERSITY,COIMBATORE,Zone IX : Coimbatore - I,3.0,B.E Mechatronics Engineering,153,34,60,27,32,MECH
7129,RVS TECHNICAL CAMPUS-COIMBATORE,Affilated Non - Autonomous,ANNA UNIVERSITY,COIMBATORE,Zone IX : Coimbatore - I,3.0,B.E Automobile Engineering,66,9,21,28,8,MECH
7129,RVS TECHNICAL CAMPUS-COIMBATORE,Affilated Non - Autonomous,ANNA UNIVERSITY,COIMBATORE,Zone IX : Coimbatore - I,3.0,B.E Agriculture Engineering,112,0,0,53,59,OTHER
7129,RVS TECHNICAL CAMPUS-COIMBATORE,Affilated Non - Autonomous,ANNA UNIVERSITY,COIMBATORE,Zone IX : Coimbatore - I,3.0,B.E Mechanical Engineering,99,19,32,27,21,MECH
7129,RVS TECHNICAL CAMPUS-COIMBATORE,Affilated Non - Autonomous,ANNA UNIVERSITY,COIMBATORE,Zone IX : Coimbatore - I,3.0,B.E Civil Engineering,140,22,40,60,18,CIVIL
7131,SRI SAI RANGANATHAN ENGINEERING COLLEGE,Affilated Non - Autonomous,ANNA UNIVERSITY,COIMBATORE,Zone IX : Coimbatore - I,3.0,B.E Computer Science and Engineering,106,49,27,11,19,CS
7131,SRI SAI RANGANATHAN ENGINEERING COLLEGE,Affilated Non - Autonomous,ANNA UNIVERSITY,COIMBATORE,Zone IX : Coimbatore - I,3.0,B.Tech Information Technology,58,24,17,7,10,IT
7131,SRI SAI RANGANATHAN ENGINEERING COLLEGE,Affilated Non - Autonomous,ANNA UNIVERSITY,COIMBATORE,Zone IX : Coimbatore - I,3.0,B.E Biomedical Engineering,1,1,0,0,0,OTHER
7131,SRI SAI RANGANATHAN ENGINEERING COLLEGE,Affilated Non - Autonomous,ANNA UNIVERSITY,COIMBATORE,Zone IX : Coimbatore - I,3.0,B.E Electronics and Communication Engineering,52,24,16,5,7,ECE
7131,SRI SAI RANGANATHAN ENGINEERING COLLEGE,Affilated Non - Autonomous,ANNA UNIVERSITY,COIMBATORE,Zone IX : Coimbatore - I,3.0,B.E Civil Engineering,40,3,23,11,3,CIVIL
7131,SRI SAI RANGANATHAN ENGINEERING COLLEGE,Affilated Non - Autonomous,ANNA UNIVERSITY,COIMBATORE,Zone IX : Coimbatore - I,3.0,B.E Electrical and Electronics Engineering,40,2,17,19,2,EEE
7131,SRI SAI RANGANATHAN ENGINEERING COLLEGE,Affilated Non - Autonomous,ANNA UNIVERSITY,COIMBATORE,Zone IX : Coimbatore - I,3.0,B.E Mechanical Engineering,142,6,64,52,20,MECH
7135,SNS COLLEGE OF TECHNOLOGY,Affilated Autonomous,ANNA UNIVERSITY,COIMBATORE,Zone IX : Coimbatore - I,3.0,B.E Mechatronics Engineering,245,61,59,62,63,MECH
7135,SNS COLLEGE OF TECHNOLOGY,Affilated Autonomous,ANNA UNIVERSITY,COIMBATORE,Zone IX : Coimbatore - I,3.0,B.E Mechanical Engineering,375,0,122,126,127,MECH
7135,SNS COLLEGE OF TECHNOLOGY,Affilated Autonomous,ANNA UNIVERSITY,COIMBATORE,Zone IX : Coimbatore - I,3.0,B.E Aerospace Engineering,74,28,31,15,0,OTHER
7135,SNS COLLEGE OF TECHNOLOGY,Affilated Autonomous,ANNA UNIVERSITY,COIMBATORE,Zone IX : Coimbatore - I,3.0,B.E Civil Engineering,215,31,58,62,64,CIVIL
7135,SNS COLLEGE OF TECHNOLOGY,Affilated Autonomous,ANNA UNIVERSITY,COIMBATORE,Zone IX : Coimbatore - I,3.0,B.Tech Agriculture Engineering,50,47,2,1,0,OTHER
7135,SNS COLLEGE OF TECHNOLOGY,Affilated Autonomous,ANNA UNIVERSITY,COIMBATORE,Zone IX : Coimbatore - I,3.0,Others,30,0,4,5,21,OTHER
7135,SNS COLLEGE OF TECHNOLOGY,Affilated Autonomous,ANNA UNIVERSITY,COIMBATORE,Zone IX : Coimbatore - I,3.0,B.E Electronics and instrumentation engineering,16,0,0,0,16,ECE
7135,SNS COLLEGE OF TECHNOLOGY,Affilated Autonomous,ANNA UNIVERSITY,COIMBATORE,Zone IX : Coimbatore - I,3.0,B.Tech Artificial Intelligence and Machine Learning,183,116,67,0,0,CS
7135,SNS COLLEGE OF TECHNOLOGY,Affilated Autonomous,ANNA UNIVERSITY,COIMBATORE,Zone IX : Coimbatore - I,3.0,B.E Biomedical Engineering,215,59,57,42,57,OTHER
7135,SNS COLLEGE OF TECHNOLOGY,Affilated Autonomous,ANNA UNIVERSITY,COIMBATORE,Zone IX : Coimbatore - I,3.0,B.Tech Information Technology,253,60,70,65,58,IT
7135,SNS COLLEGE OF TECHNOLOGY,Affilated Autonomous,ANNA UNIVERSITY,COIMBATORE,Zone IX : Coimbatore - I,3.0,B.E Mechanical and automation engineering,1,0,0,0,1,MECH
7135,SNS COLLEGE OF TECHNOLOGY,Affilated Autonomous,ANNA UNIVERSITY,COIMBATORE,Zone IX : Coimbatore - I,3.0,B.Tech Food Technology,186,56,55,52,23,OTHER
7135,SNS COLLEGE OF TECHNOLOGY,Affilated Autonomous,ANNA UNIVERSITY,COIMBATORE,Zone IX : Coimbatore - I,3.0,B.E Electronics and Communication Engineering,573,146,167,122,138,ECE
7135,SNS COLLEGE OF TECHNOLOGY,Affilated Autonomous,ANNA UNIVERSITY,COIMBATORE,Zone IX : Coimbatore - I,3.0,B.E Electrical and Electronics Engineering,230,60,61,60,49,EEE
7135,SNS COLLEGE OF TECHNOLOGY,Affilated Autonomous,ANNA UNIVERSITY,COIMBATORE,Zone IX : Coimbatore - I,3.0,B.E Aeronautical Engineering,19,0,0,0,19,OTHER
7135,SNS COLLEGE OF TECHNOLOGY,Affilated Autonomous,ANNA UNIVERSITY,COIMBATORE,Zone IX : Coimbatore - I,3.0,B.E Computer Science and Engineering (Tamil Medium),2,0,0,2,0,CS
7135,SNS COLLEGE OF TECHNOLOGY,Affilated Autonomous,ANNA UNIVERSITY,COIMBATORE,Zone IX : Coimbatore - I,3.0,B.E Computer Science and Engineering,755,180,194,210,171,CS
7135,SNS COLLEGE OF TECHNOLOGY,Affilated Autonomous,ANNA UNIVERSITY,COIMBATORE,Zone IX : Coimbatore - I,3.0,B.E Agriculture Engineering,137,0,41,45,51,OTHER
7135,SNS COLLEGE OF TECHNOLOGY,Affilated Autonomous,ANNA UNIVERSITY,COIMBATORE,Zone IX : Coimbatore - I,3.0,ELECTRICAL AND ELECTRONICS ENGINEERING (FULL TIME),3,0,0,0,3,EEE
7135,SNS COLLEGE OF TECHNOLOGY,Affilated Autonomous,ANNA UNIVERSITY,COIMBATORE,Zone IX : Coimbatore - I,3.0,B.E Automobile Engineering,167,19,55,48,45,MECH
7136,SREE SAKTHI ENGINEERING COLLEGE,Affilated Non - Autonomous,ANNA UNIVERSITY,COIMBATORE,Zone IX : Coimbatore - I,3.0,B.E Civil Engineering,74,13,32,14,15,CIVIL
7136,SREE SAKTHI ENGINEERING COLLEGE,Affilated Non - Autonomous,ANNA UNIVERSITY,COIMBATORE,Zone IX : Coimbatore - I,3.0,B.E Computer Science and Engineering,226,85,66,33,42,CS
7136,SREE SAKTHI ENGINEERING COLLEGE,Affilated Non - Autonomous,ANNA UNIVERSITY,COIMBATORE,Zone IX : Coimbatore - I,3.0,B.E Electronics and Communication Engineering,137,52,58,10,17,ECE
7136,SREE SAKTHI ENGINEERING COLLEGE,Affilated Non - Autonomous,ANNA UNIVERSITY,COIMBATORE,Zone IX : Coimbatore - I,3.0,B.E Mechanical Engineering,227,25,96,76,30,MECH
7136,SREE SAKTHI ENGINEERING COLLEGE,Affilated Non - Autonomous,ANNA UNIVERSITY,COIMBATORE,Zone IX : Coimbatore - I,3.0,B.E Electrical and Electronics Engineering,75,15,32,23,5,EEE
7139,SRI RANGANATHAR INSTITUTE OF ENGINEERING & TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,COIMBATORE,Zone IX : Coimbatore - I,3.0,B.E Electronics and Communication Engineering,181,52,61,40,28,ECE
7139,SRI RANGANATHAR INSTITUTE OF ENGINEERING & TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,COIMBATORE,Zone IX : Coimbatore - I,3.0,B.E Computer Science and Engineering,214,54,67,58,35,CS
7139,SRI RANGANATHAR INSTITUTE OF ENGINEERING & TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,COIMBATORE,Zone IX : Coimbatore - I,3.0,B.E Civil Engineering,91,11,17,44,19,CIVIL
7139,SRI RANGANATHAR INSTITUTE OF ENGINEERING & TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,COIMBATORE,Zone IX : Coimbatore - I,3.0,B.E Electrical and Electronics Engineering,132,30,39,36,27,EEE
7139,SRI RANGANATHAR INSTITUTE OF ENGINEERING & TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,COIMBATORE,Zone IX : Coimbatore - I,3.0,B.E Mechanical Engineering,170,31,60,52,27,MECH
7142,Tamilnadu College of Engineering ,Affilated Non - Autonomous,ANNA UNIVERSITY,COIMBATORE,Zone IX : Coimbatore - I,3.0,B.E Computer Science and Engineering,185,57,61,54,13,CS
7142,Tamilnadu College of Engineering ,Affilated Non - Autonomous,ANNA UNIVERSITY,COIMBATORE,Zone IX : Coimbatore - I,3.0,B.E Civil Engineering,22,0,13,6,3,CIVIL
7142,Tamilnadu College of Engineering ,Affilated Non - Autonomous,ANNA UNIVERSITY,COIMBATORE,Zone IX : Coimbatore - I,3.0,B.E Automobile Engineering,29,8,10,5,6,MECH
7142,Tamilnadu College of Engineering ,Affilated Non - Autonomous,ANNA UNIVERSITY,COIMBATORE,Zone IX : Coimbatore - I,3.0,B.Tech Artificial Intelligence and Data Science,26,26,0,0,0,CS
7142,Tamilnadu College of Engineering ,Affilated Non - Autonomous,ANNA UNIVERSITY,COIMBATORE,Zone IX : Coimbatore - I,3.0,B.E Instrumentation and Control Engineering,60,16,24,16,4,OTHER
7142,Tamilnadu College of Engineering ,Affilated Non - Autonomous,ANNA UNIVERSITY,COIMBATORE,Zone IX : Coimbatore - I,3.0,B.E Electrical and Electronics Engineering,54,19,22,8,5,EEE
7142,Tamilnadu College of Engineering ,Affilated Non - Autonomous,ANNA UNIVERSITY,COIMBATORE,Zone IX : Coimbatore - I,3.0,B.E Electronics and Communication Engineering,121,45,49,18,9,ECE
7142,Tamilnadu College of Engineering ,Affilated Non - Autonomous,ANNA UNIVERSITY,COIMBATORE,Zone IX : Coimbatore - I,3.0,B.E Mechanical Engineering,76,15,34,20,7,MECH
7145,UNITED INSTITUTE OF TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,COIMBATORE,Zone IX : Coimbatore - I,3.0,B.Tech Information Technology,29,29,0,0,0,IT
7145,UNITED INSTITUTE OF TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,COIMBATORE,Zone IX : Coimbatore - I,3.0,B.E Electronics and Communication Engineering,111,53,41,9,8,ECE
7145,UNITED INSTITUTE OF TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,COIMBATORE,Zone IX : Coimbatore - I,3.0,B.E Mechanical Engineering,8,0,0,0,8,MECH
7145,UNITED INSTITUTE OF TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,COIMBATORE,Zone IX : Coimbatore - I,3.0,B.E Computer Science and Engineering,173,50,64,33,26,CS
7145,UNITED INSTITUTE OF TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,COIMBATORE,Zone IX : Coimbatore - I,3.0,B.Tech Artificial Intelligence and Data Science,146,59,65,22,0,CS
7145,UNITED INSTITUTE OF TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,COIMBATORE,Zone IX : Coimbatore - I,3.0,B.E Robotics and Automation Engineering,60,20,19,21,0,MECH
7145,UNITED INSTITUTE OF TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,COIMBATORE,Zone IX : Coimbatore - I,3.0,B.E Computer Science and Engineering (CyberSecurity),58,58,0,0,0,CS
7150,SUGUNA COLLEGE OF ENGINEERING,Affilated Non - Autonomous,ANNA UNIVERSITY,COIMBATORE,Zone IX : Coimbatore - I,3.0,B.E Electrical and Electronics Engineering,7,0,0,0,7,EEE
7150,SUGUNA COLLEGE OF ENGINEERING,Affilated Non - Autonomous,ANNA UNIVERSITY,COIMBATORE,Zone IX : Coimbatore - I,3.0,B.E Computer Science and Engineering,147,60,51,36,0,CS
7150,SUGUNA COLLEGE OF ENGINEERING,Affilated Non - Autonomous,ANNA UNIVERSITY,COIMBATORE,Zone IX : Coimbatore - I,3.0,B.E Electronics and Communication Engineering,114,53,24,22,15,ECE
7150,SUGUNA COLLEGE OF ENGINEERING,Affilated Non - Autonomous,ANNA UNIVERSITY,COIMBATORE,Zone IX : Coimbatore - I,3.0,B.E Mechanical Engineering,152,18,66,48,20,MECH
7150,SUGUNA COLLEGE OF ENGINEERING,Affilated Non - Autonomous,ANNA UNIVERSITY,COIMBATORE,Zone IX : Coimbatore - I,3.0,B.Tech Artificial Intelligence and Machine Learning,1,1,0,0,0,CS
7150,SUGUNA COLLEGE OF ENGINEERING,Affilated Non - Autonomous,ANNA UNIVERSITY,COIMBATORE,Zone IX : Coimbatore - I,3.0,Others,1,0,1,0,0,OTHER
7150,SUGUNA COLLEGE OF ENGINEERING,Affilated Non - Autonomous,ANNA UNIVERSITY,COIMBATORE,Zone IX : Coimbatore - I,3.0,B.Tech Artificial Intelligence and Data Science,94,94,0,0,0,CS
7150,SUGUNA COLLEGE OF ENGINEERING,Affilated Non - Autonomous,ANNA UNIVERSITY,COIMBATORE,Zone IX : Coimbatore - I,3.0,MECHANICAL ENGINEERING (FULL TIME),1,0,1,0,0,MECH
7150,SUGUNA COLLEGE OF ENGINEERING,Affilated Non - Autonomous,ANNA UNIVERSITY,COIMBATORE,Zone IX : Coimbatore - I,3.0,B.E Automobile Engineering,1,0,1,0,0,MECH
7150,SUGUNA COLLEGE OF ENGINEERING,Affilated Non - Autonomous,ANNA UNIVERSITY,COIMBATORE,Zone IX : Coimbatore - I,3.0,B.E Mechatronics Engineering,79,11,34,15,19,MECH
7153,Asian College of Engineering and Technology ,Affilated Non - Autonomous,ANNA UNIVERSITY,COIMBATORE,Zone IX : Coimbatore - I,3.0,B.E Mechanical Engineering,188,7,67,66,48,MECH
7153,Asian College of Engineering and Technology ,Affilated Non - Autonomous,ANNA UNIVERSITY,COIMBATORE,Zone IX : Coimbatore - I,3.0,B.Tech Agriculture Engineering,108,52,56,0,0,OTHER
7153,Asian College of Engineering and Technology ,Affilated Non - Autonomous,ANNA UNIVERSITY,COIMBATORE,Zone IX : Coimbatore - I,3.0,B.E Electronics and Communication Engineering,39,0,0,18,21,ECE
7153,Asian College of Engineering and Technology ,Affilated Non - Autonomous,ANNA UNIVERSITY,COIMBATORE,Zone IX : Coimbatore - I,3.0,B.E Computer Science and Engineering,199,58,69,45,27,CS
7153,Asian College of Engineering and Technology ,Affilated Non - Autonomous,ANNA UNIVERSITY,COIMBATORE,Zone IX : Coimbatore - I,3.0,B.Tech Artificial Intelligence and Data Science,57,57,0,0,0,CS
7153,Asian College of Engineering and Technology ,Affilated Non - Autonomous,ANNA UNIVERSITY,COIMBATORE,Zone IX : Coimbatore - I,3.0,B.E Electrical and Electronics Engineering,149,20,52,40,37,EEE
7153,Asian College of Engineering and Technology ,Affilated Non - Autonomous,ANNA UNIVERSITY,COIMBATORE,Zone IX : Coimbatore - I,3.0,B.E Biomedical Engineering,157,60,55,42,0,OTHER
7153,Asian College of Engineering and Technology ,Affilated Non - Autonomous,ANNA UNIVERSITY,COIMBATORE,Zone IX : Coimbatore - I,3.0,B.E Civil Engineering,19,0,0,0,19,CIVIL
7155,PSG Institute of Technology and Applied Research ,Affilated Non - Autonomous,ANNA UNIVERSITY,COIMBATORE,Zone IX : Coimbatore - I,3.0,B.Tech Artificial Intelligence and Data Science,61,61,0,0,0,CS
7155,PSG Institute of Technology and Applied Research ,Affilated Non - Autonomous,ANNA UNIVERSITY,COIMBATORE,Zone IX : Coimbatore - I,3.0,B.E Electronics and Communication Engineering,249,59,64,62,64,ECE
7155,PSG Institute of Technology and Applied Research ,Affilated Non - Autonomous,ANNA UNIVERSITY,COIMBATORE,Zone IX : Coimbatore - I,3.0,B.E Mechanical Engineering,256,59,66,66,65,MECH
7155,PSG Institute of Technology and Applied Research ,Affilated Non - Autonomous,ANNA UNIVERSITY,COIMBATORE,Zone IX : Coimbatore - I,3.0,B.Tech Computer Science and Business System,59,59,0,0,0,CS
7155,PSG Institute of Technology and Applied Research ,Affilated Non - Autonomous,ANNA UNIVERSITY,COIMBATORE,Zone IX : Coimbatore - I,3.0,B.E Computer Science and Engineering,251,59,65,61,66,CS
7155,PSG Institute of Technology and Applied Research ,Affilated Non - Autonomous,ANNA UNIVERSITY,COIMBATORE,Zone IX : Coimbatore - I,3.0,B.E Civil Engineering,227,52,62,61,52,CIVIL
7155,PSG Institute of Technology and Applied Research ,Affilated Non - Autonomous,ANNA UNIVERSITY,COIMBATORE,Zone IX : Coimbatore - I,3.0,B.E Electrical and Electronics Engineering,242,57,64,62,59,EEE
7155,PSG Institute of Technology and Applied Research ,Affilated Non - Autonomous,ANNA UNIVERSITY,COIMBATORE,Zone IX : Coimbatore - I,3.0,B.Arch Architecture,79,40,39,0,0,OTHER
7177,"GOVERNMENT COLLEGE OF TECHNOLOGY, COIMBATORE",Government College,ANNA UNIVERSITY,COIMBATORE,Zone IX : Coimbatore - I,3.0,B.Tech Industrial Biotechnology,416,101,111,103,101,OTHER
7177,"GOVERNMENT COLLEGE OF TECHNOLOGY, COIMBATORE",Government College,ANNA UNIVERSITY,COIMBATORE,Zone IX : Coimbatore - I,3.0,B.E Production Engineering,231,54,51,63,63,OTHER
7177,"GOVERNMENT COLLEGE OF TECHNOLOGY, COIMBATORE",Government College,ANNA UNIVERSITY,COIMBATORE,Zone IX : Coimbatore - I,3.0,B.Tech Information Technology,249,60,62,64,63,IT
7177,"GOVERNMENT COLLEGE OF TECHNOLOGY, COIMBATORE",Government College,ANNA UNIVERSITY,COIMBATORE,Zone IX : Coimbatore - I,3.0,B.E Electronics and Communication Engineering,236,53,57,60,66,ECE
7177,"GOVERNMENT COLLEGE OF TECHNOLOGY, COIMBATORE",Government College,ANNA UNIVERSITY,COIMBATORE,Zone IX : Coimbatore - I,3.0,B.E Computer Science and Engineering,256,57,66,64,69,CS
7177,"GOVERNMENT COLLEGE OF TECHNOLOGY, COIMBATORE",Government College,ANNA UNIVERSITY,COIMBATORE,Zone IX : Coimbatore - I,3.0,PRODUCTION ENGINEERING (FULL TIME),13,0,13,0,0,OTHER
7177,"GOVERNMENT COLLEGE OF TECHNOLOGY, COIMBATORE",Government College,ANNA UNIVERSITY,COIMBATORE,Zone IX : Coimbatore - I,3.0,ELECTRICAL AND ELECTRONICS ENGINEERING (FULL TIME),6,0,5,1,0,EEE
7177,"GOVERNMENT COLLEGE OF TECHNOLOGY, COIMBATORE",Government College,ANNA UNIVERSITY,COIMBATORE,Zone IX : Coimbatore - I,3.0,ELECTRONICS AND COMMUNICATION ENGINEERING (FULL TIME),4,0,4,0,0,ECE
7177,"GOVERNMENT COLLEGE OF TECHNOLOGY, COIMBATORE",Government College,ANNA UNIVERSITY,COIMBATORE,Zone IX : Coimbatore - I,3.0,B.E Civil Engineering,489,116,115,127,131,CIVIL
7177,"GOVERNMENT COLLEGE OF TECHNOLOGY, COIMBATORE",Government College,ANNA UNIVERSITY,COIMBATORE,Zone IX : Coimbatore - I,3.0,B.E Mechanical Engineering,493,115,123,122,133,MECH
7177,"GOVERNMENT COLLEGE OF TECHNOLOGY, COIMBATORE",Government College,ANNA UNIVERSITY,COIMBATORE,Zone IX : Coimbatore - I,3.0,Others,1,1,0,0,0,OTHER
7177,"GOVERNMENT COLLEGE OF TECHNOLOGY, COIMBATORE",Government College,ANNA UNIVERSITY,COIMBATORE,Zone IX : Coimbatore - I,3.0,B.E Electronics and instrumentation engineering,247,57,65,63,62,ECE
7177,"GOVERNMENT COLLEGE OF TECHNOLOGY, COIMBATORE",Government College,ANNA UNIVERSITY,COIMBATORE,Zone IX : Coimbatore - I,3.0,B.E Electrical and Electronics Engineering,245,56,54,67,68,EEE
7203,Akshaya college of engineering and technology,Affilated Non - Autonomous,ANNA UNIVERSITY,COIMBATORE,Zone X : Coimbatore - II,3.0,B.E Civil Engineering,65,13,6,31,15,CIVIL
7203,Akshaya college of engineering and technology,Affilated Non - Autonomous,ANNA UNIVERSITY,COIMBATORE,Zone X : Coimbatore - II,3.0,B.Tech Computer Science and Business System,30,30,0,0,0,CS
7203,Akshaya college of engineering and technology,Affilated Non - Autonomous,ANNA UNIVERSITY,COIMBATORE,Zone X : Coimbatore - II,3.0,B.E Electronics and Communication Engineering,180,63,56,38,23,ECE
